,Close
2020-12-24,1703.8
2020-12-28,1749.7
2020-12-29,1765.35
2020-12-30,1761.35
2020-12-31,1752.7
2021-01-01,1809.6
2021-01-04,1829.6
2021-01-05,1831.4
2021-01-06,1825.45
2021-01-07,1838.25
2021-01-08,1829.95
2021-01-11,1802.5
2021-01-12,1910.15
2021-01-13,1972.65
2021-01-14,1978.1
2021-01-15,1937.3
2021-01-18,1889.95
2021-01-19,1940.7
2021-01-20,1980.8
2021-01-21,1916.05
2021-01-22,1857.6
2021-01-25,1843.9
2021-01-27,1815.9
2021-01-28,1783.85
2021-01-29,1814.05
2021-02-01,1956.15
2021-02-02,2023.95
2021-02-03,2076.7
2021-02-04,2198.75
2021-02-05,2277.95
2021-02-08,2254.3
2021-02-09,2245.3
2021-02-10,2248.45
2021-02-11,2220.25
2021-02-12,2226.0
2021-02-15,2277.55
2021-02-16,2315.2
2021-02-17,2450.9
2021-02-18,2588.2
2021-02-19,2464.9
2021-02-22,2399.7
2021-02-23,2396.3
2021-02-24,2462.8
2021-02-25,2491.2
2021-02-26,2392.35
2021-03-01,2383.8
2021-03-02,2379.8
2021-03-03,2454.95
2021-03-04,2436.65
2021-03-05,2341.0
2021-03-08,2378.55
2021-03-09,2355.55
2021-03-10,2351.9
2021-03-12,2311.9
2021-03-15,2315.65
2021-03-16,2285.15
2021-03-17,2199.05
2021-03-18,2155.9
2021-03-19,2187.5
2021-03-22,2163.8
2021-03-23,2226.75
2021-03-24,2153.2
2021-03-25,2097.7
2021-03-26,2114.55
2021-03-30,2129.6
2021-03-31,2157.8
2021-04-01,2214.65
2021-04-05,2123.85
2021-04-06,2123.25
2021-04-07,2164.7
2021-04-08,2146.3
2021-04-09,2191.25
2021-04-12,1988.3
2021-04-13,2077.65
2021-04-15,2050.8
2021-04-16,2038.7
2021-04-19,1950.85
2021-04-20,1946.7
2021-04-22,1961.25
2021-04-23,1967.2
2021-04-26,2001.95
2021-04-27,2047.9
2021-04-28,2100.7
2021-04-29,2076.8
2021-04-30,2055.25
2021-05-03,2042.9
2021-05-04,2113.15
2021-05-05,2144.3
2021-05-06,2119.25
2021-05-07,2116.25
2021-05-10,2145.4
2021-05-11,2169.45
2021-05-12,2239.7
2021-05-14,2194.2
2021-05-17,2277.7
2021-05-18,2248.7
2021-05-19,2254.0
2021-05-20,2262.2
2021-05-21,2348.15
2021-05-24,2398.15
2021-05-25,2366.1
2021-05-26,2359.85
2021-05-27,2427.0
2021-05-28,2443.2
2021-05-31,2426.3
2021-06-01,2412.45
2021-06-02,2485.55
2021-06-03,2495.75
2021-06-04,2491.65
2021-06-07,2500.65
2021-06-08,2464.5
2021-06-09,2429.25
2021-06-10,2487.65
2021-06-11,2474.3
2021-06-14,2488.75
2021-06-15,2482.4
2021-06-16,2457.25
2021-06-17,2422.25
2021-06-18,2379.45
2021-06-21,2477.25
2021-06-22,2478.65
2021-06-23,2477.5
2021-06-24,2442.7
2021-06-25,2507.25
2021-06-28,2567.35
2021-06-29,2529.25
2021-06-30,2518.8
2021-07-01,2522.2
2021-07-02,2521.85
2021-07-05,2545.35
2021-07-06,2513.4
2021-07-07,2524.4
2021-07-08,2475.0
2021-07-09,2468.95
2021-07-12,2473.4
2021-07-13,2492.65
