Date,Close
2021-06-24,10047.150390625
2021-06-25,10137.2998046875
2021-06-28,10187.75
2021-06-29,10144.599609375
2021-06-30,10182.0498046875
2021-07-01,10160.4501953125
2021-07-02,10224.150390625
2021-07-05,10266.5498046875
2021-07-06,10275.4501953125
2021-07-07,10323.599609375
2021-07-08,10281.7998046875
2021-07-09,10329.349609375
2021-07-12,10371.650390625
2021-07-13,10401.2001953125
2021-07-14,10435.849609375
2021-07-15,10472.2998046875
2021-07-16,10501.0498046875
2021-07-19,10434.4501953125
2021-07-20,10292.7998046875
2021-07-22,10404.7001953125
2021-07-23,10418.5
2021-07-26,10423.150390625
2021-07-27,10376.150390625
2021-07-28,10335.349609375
2021-07-29,10411.349609375
2021-07-30,10506.150390625
2021-08-02,10644.900390625
2021-08-03,10666.150390625
2021-08-04,10561.7001953125
2021-08-05,10564.400390625
2021-08-06,10567.400390625
2021-08-09,10498.400390625
2021-08-10,10379.650390625
2021-08-11,10336.2998046875
2021-08-12,10443.099609375
2021-08-13,10430.150390625
2021-08-16,10394.75
2021-08-17,10432.150390625
2021-08-18,10451.650390625
2021-08-20,10256.75
2021-08-23,10179.0
2021-08-24,10304.400390625
2021-08-25,10346.75
2021-08-26,10365.150390625
2021-08-27,10463.599609375
2021-08-30,10655.599609375
2021-08-31,10726.0
2021-09-01,10790.7998046875
2021-09-02,10877.9501953125
2021-09-03,10920.75
2021-09-06,10971.099609375
2021-09-07,10948.75
2021-09-08,10990.150390625
2021-09-09,11027.0
2021-09-13,11082.75
2021-09-14,11219.150390625
2021-09-15,11328.9501953125
2021-09-16,11372.75
2021-09-17,11223.5
2021-09-20,11011.7998046875
2021-09-21,11067.150390625
2021-09-22,11225.2998046875
2021-09-23,11370.599609375
2021-09-24,11293.150390625
2021-09-27,11282.2998046875
2021-09-28,11209.0498046875
2021-09-29,11304.599609375
2021-09-30,11361.349609375
2021-10-01,11372.25
2021-10-04,11547.25
2021-10-05,11599.150390625
2021-10-06,11501.0498046875
2021-10-07,11712.4501953125
2021-10-08,11770.2998046875
2021-10-11,11835.9501953125
2021-10-12,11875.0
2021-10-13,12021.599609375
2021-10-14,12096.400390625
2021-10-18,12218.849609375
2021-10-19,11979.900390625
2021-10-20,11735.7998046875
2021-10-21,11668.2998046875
2021-10-22,11579.900390625
2021-10-25,11393.650390625
2021-10-26,11586.0498046875
2021-10-27,11598.7998046875
2021-10-28,11407.349609375
2021-10-29,11390.849609375
2021-11-01,11579.4501953125
2021-11-02,11683.650390625
2021-11-03,11654.2998046875
2021-11-04,11759.4501953125
2021-11-08,11891.349609375
2021-11-09,12010.7998046875
2021-11-10,11965.0
2021-11-11,11887.2998046875
2021-11-12,11944.2998046875
2021-11-15,11985.4501953125
2021-11-16,11960.7998046875
2021-11-17,11908.5498046875
2021-11-18,11733.349609375
2021-11-22,11406.599609375
2021-11-23,11580.9501953125
2021-11-24,11547.599609375
2021-11-25,11600.75
2021-11-26,11257.5
2021-11-29,11138.650390625
2021-11-30,11223.5498046875
2021-12-01,11315.599609375
2021-12-02,11447.9501953125
2021-12-03,11426.849609375
2021-12-06,11279.650390625
2021-12-07,11414.7998046875
2021-12-08,11585.650390625
2021-12-09,11651.900390625
2021-12-10,11729.099609375
2021-12-13,11725.349609375
2021-12-14,11694.0
2021-12-15,11630.400390625
2021-12-16,11558.7998046875
2021-12-17,11325.650390625
2021-12-20,10941.5498046875
2021-12-21,11083.099609375
2021-12-22,11247.2001953125
2021-12-23,11342.650390625
2021-12-24,11232.25
2021-12-27,11269.0498046875
