,Close
2020-12-24,1627.35
2020-12-28,1640.0
2020-12-29,1621.2
2020-12-30,1627.5
2020-12-31,1628.65
2021-01-01,1639.05
2021-01-04,1670.85
2021-01-05,1654.4
2021-01-06,1679.45
2021-01-07,1687.75
2021-01-08,1725.1
2021-01-11,1738.2
2021-01-12,1754.6
2021-01-13,1767.4
2021-01-14,1772.75
2021-01-15,1733.2
2021-01-18,1677.35
2021-01-19,1708.0
2021-01-20,1701.45
2021-01-21,1663.65
2021-01-22,1631.05
2021-01-25,1607.75
2021-01-27,1592.8
2021-01-28,1583.0
2021-01-29,1557.6
2021-02-01,1597.85
2021-02-02,1627.0
2021-02-03,1678.15
2021-02-04,1722.0
2021-02-05,1719.65
2021-02-08,1742.55
2021-02-09,1735.25
2021-02-10,1732.85
2021-02-11,1717.0
2021-02-12,1694.65
2021-02-15,1693.55
2021-02-16,1747.3
2021-02-17,1765.05
2021-02-18,1839.9
2021-02-19,1806.7
2021-02-22,1778.85
2021-02-23,1814.7
2021-02-24,1832.9
2021-02-25,1914.05
2021-02-26,1846.05
2021-03-01,1918.4
2021-03-02,1926.25
2021-03-03,1937.9
2021-03-04,1921.85
2021-03-05,1900.15
2021-03-08,1925.65
2021-03-09,1892.15
2021-03-10,1881.9
2021-03-12,1890.05
2021-03-15,1888.05
2021-03-16,1886.0
2021-03-17,1827.55
2021-03-18,1808.45
2021-03-19,1838.0
2021-03-22,1828.4
2021-03-23,1809.85
2021-03-24,1779.4
2021-03-25,1734.6
2021-03-26,1745.95
2021-03-30,1798.0
2021-03-31,1773.8
2021-04-01,1800.55
2021-04-05,1785.35
2021-04-06,1776.45
2021-04-07,1781.55
2021-04-08,1778.15
2021-04-09,1766.0
2021-04-12,1683.0
2021-04-13,1732.5
2021-04-15,1751.75
2021-04-16,1765.7
2021-04-19,1704.9
2021-04-20,1709.65
2021-04-22,1716.3
2021-04-23,1741.15
2021-04-26,1757.15
2021-04-27,1765.25
2021-04-28,1784.0
2021-04-29,1787.3
2021-04-30,1813.75
2021-05-03,1818.7
2021-05-04,1824.65
2021-05-05,1847.15
2021-05-06,1848.75
2021-05-07,1871.25
2021-05-10,1946.45
2021-05-11,2012.65
2021-05-12,2008.45
2021-05-14,1962.2
2021-05-17,1975.75
2021-05-18,1997.4
2021-05-19,2003.2
2021-05-20,1969.0
2021-05-21,1973.5
2021-05-24,1987.9
2021-05-25,1985.35
2021-05-26,1955.05
2021-05-27,1950.3
2021-05-28,1943.05
2021-05-31,1957.4
2021-06-01,1968.85
2021-06-02,1988.1
