Date,Close
2021-06-24,16520.30078125
2021-06-25,16722.349609375
2021-06-28,16667.400390625
2021-06-29,16545.69921875
2021-06-30,16444.099609375
2021-07-01,16376.849609375
2021-07-02,16438.30078125
2021-07-06,16771.900390625
2021-07-07,16874.44921875
2021-07-08,16669.099609375
2021-07-09,16590.0
2021-07-12,16606.150390625
2021-07-13,16852.150390625
2021-07-14,16823.05078125
2021-07-15,16926.30078125
2021-07-16,16884.099609375
2021-07-19,16555.75
2021-07-20,16293.099609375
2021-07-22,16499.19921875
2021-07-23,16611.05078125
2021-07-26,16574.849609375
2021-07-27,16529.150390625
2021-07-28,16444.75
2021-07-29,16513.599609375
2021-07-30,16468.650390625
2021-08-02,16539.55078125
2021-08-03,16818.05078125
2021-08-04,17253.05078125
2021-08-05,17193.30078125
2021-08-06,17136.150390625
2021-08-09,17202.55078125
2021-08-10,17254.44921875
2021-08-11,17147.650390625
2021-08-12,17233.5
2021-08-13,17350.150390625
2021-08-16,17421.30078125
2021-08-17,17371.150390625
2021-08-18,17273.0
2021-08-20,17152.55078125
2021-08-23,17220.94921875
2021-08-24,17461.099609375
2021-08-25,17403.650390625
2021-08-26,17441.400390625
2021-08-27,17520.25
2021-08-30,17843.900390625
2021-08-31,18070.69921875
2021-09-01,18036.0
2021-09-02,18181.80078125
2021-09-03,18130.55078125
2021-09-06,18077.19921875
2021-09-07,18103.94921875
2021-09-08,18207.44921875
2021-09-09,18160.55078125
2021-09-13,18126.599609375
2021-09-14,18103.849609375
2021-09-15,18158.25
2021-09-16,18356.75
2021-09-17,18476.25
2021-09-20,18177.94921875
2021-09-21,18310.05078125
2021-09-22,18152.099609375
2021-09-23,18566.19921875
2021-09-24,18630.0
2021-09-27,18706.849609375
2021-09-28,18534.75
2021-09-29,18371.30078125
2021-09-30,18303.80078125
2021-10-01,18137.80078125
2021-10-04,18312.44921875
2021-10-05,18367.05078125
2021-10-06,18309.150390625
2021-10-07,18336.94921875
2021-10-08,18274.099609375
2021-10-11,18527.650390625
2021-10-12,18589.5
2021-10-13,18652.5
2021-10-14,18947.650390625
2021-10-18,19034.30078125
2021-10-19,19068.44921875
2021-10-20,18957.55078125
2021-10-21,19188.849609375
2021-10-22,19302.94921875
2021-10-25,19559.5
2021-10-26,19651.099609375
2021-10-27,19504.75
2021-10-28,18987.55078125
2021-10-29,18792.849609375
